ioc,ioc_type,first_seen,last_seen,risk_score,sources,behaviour_tags,confidence_rating,target_countries,target_regions,target_industries,related_malware,related_threat_actors,is_whitelisted,common_tags
165.154.231.146,IPv4,1744416293,1778476457,89,"['Open Source Intelligence Feed', 'VirusTotal', 'blocklist.de', 'threat_view_ioc']","['Blocklist', 'Malicious', 'OSINT', 'Phishing']",High,,,,,,False,
60.173.105.206,IPv4,1695441957,1778476413,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'masterdeb.de', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious']",High,,,,,,False,
60.174.231.6,IPv4,1709006906,1778476413,89,"['CyberCure', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'malwarefilter_botnet', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'BlockOrFilterList', 'Blocklist', 'BruteForce', 'Malicious', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious']",High,,,,,,False,
60.216.37.11,IPv4,1717372898,1778476413,100,"['CyberCure', 'Cyble Global Sensor (IP Feed)', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious', 'known attacker']",High,['US'],['North America (NA)'],['BFSI'],,,False,
60.199.224.55,IPv4,1659283282,1778476413,100,"['CyberCure', 'Cyble Global Sensor (IP Feed)', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'VirusTotal (IP Feed)', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'emergingthreats.net', 'greensnow', 'jamesbrine', 'malwarefilter_botnet', 'stamparm']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'OSINT', 'Phishing', 'Suspected Compromise', 'known attacker']",High,"['AU', 'CA', 'ES', 'FR', 'PL', 'RU', 'UA', 'US']","['Australia and New Zealand (ANZ)', 'Europe & UK', 'North America (NA)']","['Aerospace & Defense', 'BFSI', 'Government & LEA']",,,False,
60.215.126.22,IPv4,1686024414,1778476413,100,"['CyberCure', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'malwarefilter_botnet', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'BlockOrFilterList', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious', 'Windows', 'known attacker']",High,,,,"['Mirai', 'RDP']",,False,"Mirai, RDP"
60.214.127.246,IPv4,1629763290,1778476413,100,"['CyberCure', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'Talosintelligence', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'masterdeb.de', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Scam', 'Smtp', 'SourceType', 'Suspicious', 'Telnet', 'Windows', 'known attacker']",High,['US'],['North America (NA)'],['BFSI'],"['Mirai', 'RDP']",,False,"Mirai, RDP"
60.188.45.66,IPv4,1690704097,1778476413,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'malwarefilter_botnet', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Malicious', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing']",High,,,,,,False,
60.173.161.143,IPv4,1601963522,1778476413,89,"['IPsum', 'Open Source Intelligence Feed', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'greensnow', 'malwarefilter_botnet', 'stamparm']","['Blacklist', 'Blocklist', 'Malicious']",High,,,,,,False,
60.174.0.234,IPv4,1685260881,1778476413,80,"['Cyble Research Intelligence Labs', 'Open Source Intelligence Feed', 'blocklist.de', 'blocklist.net.ua', 'stamparm']","['Blacklist', 'Blocklist', 'Malicious']",High,,,,,,False,
60.172.41.103,IPv4,1685997882,1778476413,100,"['CyberCure', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'masterdeb.de', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious']",High,,,,,,False,
60.190.239.92,IPv4,1717545810,1778476413,100,"['CyberCure', 'Cyble Global Sensor (IP Feed)', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'jamesbrine', 'malwarefilter_botnet', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'OSINT', 'Phishing', 'known attacker']",High,"['AU', 'US']","['Australia and New Zealand (ANZ)', 'North America (NA)']","['BFSI', 'Government & LEA']",,,False,
60.211.194.58,IPv4,1641081600,1778476413,89,"['IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'greensnow', 'malwarefilter_botnet', 'masterdeb.de', 'stamparm']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing']",High,,,,,,False,
60.174.86.4,IPv4,1703304255,1778476413,89,"['Cyble Global Sensor Feed', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'greensnow', 'malwarefilter_botnet', 'masterdeb.de', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Smtp', 'Suspicious']",High,,,,,,False,
60.175.91.53,IPv4,1674633722,1778476413,100,"['CyberCure', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'IPsum', 'Malware Patrol High Risk IPs', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'malwarefilter_botnet', 'masterdeb.de', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious']",High,"['CN', 'IN', 'IT', 'KP', 'SG', 'TH', 'TW', 'US']","['Asia & Pacific (APAC)', 'Europe & UK', 'North America (NA)']","['Aerospace & Defense', 'Agriculture & Livestock', 'Automotive', 'BFSI', 'Chemicals', 'Construction', 'Consumer Goods', 'Critical Infrastructure', 'Education', 'Energy & Utilities', 'Food & Beverages', 'Government & LEA', 'Healthcare', 'Hospitality', 'IT & ITES', 'Manufacturing', 'Media & Entertainment', 'Metals Minerals & Mining', 'Organisation', 'Pharmaceuticals & Biotechnology', 'Professional Services', 'Real Estate', 'Retail', 'Technology', 'Telecommunication', 'Transportation & Logistics']","['Android RAT', 'Egregor', 'SamSam', 'WhiteRabbit']",,False,"Android RAT, SamSam, Egregor, WhiteRabbit"
31.28.253.144,IPv4,1651881688,1778476413,100,"['CyberCure', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'malwarefilter_botnet', 'masterdeb.de', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious']",High,,,,,,False,
60.171.135.254,IPv4,1601929328,1778476413,100,"['CyberCure', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'masterdeb.de', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious', 'known attacker']",High,"['ES', 'PL']",['Europe & UK'],,,,False,
60.169.120.17,IPv4,1685997882,1778476413,100,"['CyberCure', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'IPsum', 'Malware Patrol High Risk IPs', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'malwarefilter_botnet', 'masterdeb.de', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing']",High,"['CN', 'IN', 'IT', 'KP', 'SG', 'TH', 'TW', 'US']","['Asia & Pacific (APAC)', 'Europe & UK', 'North America (NA)']","['Aerospace & Defense', 'Agriculture & Livestock', 'Automotive', 'BFSI', 'Chemicals', 'Construction', 'Consumer Goods', 'Critical Infrastructure', 'Education', 'Energy & Utilities', 'Food & Beverages', 'Government & LEA', 'Healthcare', 'Hospitality', 'IT & ITES', 'Manufacturing', 'Media & Entertainment', 'Metals Minerals & Mining', 'Organisation', 'Pharmaceuticals & Biotechnology', 'Professional Services', 'Real Estate', 'Retail', 'Technology', 'Telecommunication', 'Transportation & Logistics']","['Android RAT', 'Egregor', 'SamSam', 'WhiteRabbit']",,False,"Android RAT, SamSam, Egregor, WhiteRabbit"
60.174.39.82,IPv4,1696219501,1778476413,89,"['CyberCure', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'greensnow', 'malwarefilter_botnet', 'nuug.no', 'stamparm', 'threat_view_ip']","['BadIP', 'Blacklist', 'Blocklist', 'Malicious', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious']",High,,,,,,False,
60.174.118.123,IPv4,1627289525,1778476413,100,"['CyberCure', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'malwarefilter_botnet', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious', 'Windows', 'known attacker']",High,"['ES', 'PL']",['Europe & UK'],,"['Mirai', 'RDP']",,False,"Mirai, RDP"
23.129.64.217,IPv4,1601164800,1778476384,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'Talosintelligence', 'Twitter', 'blocklist.de', 'dataplane.org', 'malwarefilter_botnet', 'masterdeb.de', 'stamparm']","['Adversary', 'Backdoor', 'Blacklist', 'BlockOrFilterList', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Scam', 'SourceType', 'Suspicious', 'Telnet', 'Tor Anonymity', 'Tor Exit Node', 'TorExitNode', 'Windows']",High,"['RU', 'US']","['Europe & UK', 'North America (NA)']","['BFSI', 'Government & LEA']","['Cobalt Strike', 'DarkComet', 'Dropbox', 'Mirai', 'Pikabot', 'RDP', 'RemcosRAT', 'Tor']",['Killnet'],False,"Mirai, Dropbox, Tor, RemcosRAT, Killnet, RDP, Pikabot, DarkComet, Cobalt Strike"
23.129.64.219,IPv4,1632528000,1778476384,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Talosintelligence', 'Twitter', 'blocklist.de', 'dataplane.org', 'malwarefilter_botnet', 'stamparm']","['Adversary', 'Blacklist', 'BlockOrFilterList', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Scam', 'SourceType', 'Suspicious', 'Telnet', 'Tor Anonymity', 'Tor Exit Node', 'TorExitNode', 'Windows']",High,"['FR', 'RU', 'US']","['Europe & UK', 'North America (NA)']",['BFSI'],"['Cobalt Strike', 'DarkComet', 'Dropbox', 'Mirai', 'RDP', 'Tor']",['Killnet'],False,"Mirai, Dropbox, Tor, Killnet, RDP, DarkComet, Cobalt Strike"
23.134.76.28,IPv4,1765411888,1778476384,99,"['Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'VirusTotal', 'threat_view_ip']","['Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
23.129.64.184,IPv4,1601164800,1778476384,99,"['Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'Talosintelligence', 'VirusTotal', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'stamparm']","['Blacklist', 'BlockOrFilterList', 'Blocklist', 'BruteForce', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
23.137.255.45,IPv4,1760125541,1778476384,89,"['Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'threat_view_ip']","['Malicious', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,,,False,
23.129.64.183,IPv4,1601164800,1778476384,99,"['Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'Talosintelligence', 'VirusTotal', 'greensnow', 'malwarefilter_botnet', 'stamparm', 'threat_view_ip']","['Blocklist', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
23.129.64.215,IPv4,1601164800,1778476384,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'Talosintelligence', 'VirusTotal', 'dataplane.org', 'malwarefilter_botnet', 'stamparm']","['Backdoor', 'Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Phishing', 'Suspicious', 'Telnet', 'Tor Anonymity', 'Tor Exit Node', 'TorExitNode', 'Windows']",High,['US'],['North America (NA)'],['BFSI'],"['DarkComet', 'Mirai', 'Pikabot', 'RDP', 'RemcosRAT', 'Tor']",,False,"Mirai, Tor, RemcosRAT, RDP, Pikabot, DarkComet"
23.129.64.210,IPv4,1601164800,1778476384,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'Talosintelligence', 'Twitter', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'nuug.no', 'stamparm']","['Adversary', 'Backdoor', 'Blacklist', 'BlockOrFilterList', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'C2', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'RAT', 'Scam', 'SourceType', 'Suspicious', 'Telnet', 'Tor Anonymity', 'Tor Exit Node', 'TorExitNode', 'Windows']",High,"['FR', 'RU', 'US']","['Europe & UK', 'North America (NA)']",['BFSI'],"['Cobalt Strike', 'DarkComet', 'Mirai', 'Pikabot', 'RDP', 'RemcosRAT', 'Tor']",['Killnet'],False,"Mirai, Tor, RemcosRAT, Killnet, RDP, Pikabot, DarkComet, Cobalt Strike"
23.129.64.180,IPv4,1601164800,1778476384,99,"['Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'Talosintelligence', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'stamparm']","['Blacklist', 'Blocklist', 'BruteForce', 'Malicious', 'Malware', 'OSINT', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
23.129.64.186,IPv4,1601164800,1778476384,99,"['CyberCure', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'VirusTotal', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'sblam', 'stamparm']","['Blocklist', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
23.129.64.195,IPv4,1601164800,1778476384,99,"['CyberCure', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'VirusTotal', 'greensnow', 'malwarefilter_botnet', 'sblam', 'stamparm']","['BadIP', 'BlockOrFilterList', 'Blocklist', 'Botnet', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
23.129.64.224,IPv4,1610150400,1778476384,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'sblam', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,['US'],['North America (NA)'],['BFSI'],['Tor'],,False,Tor
23.137.251.75,IPv4,1768154446,1778476384,99,"['Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'VirusTotal', 'threat_view_ip']","['Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
23.129.64.213,IPv4,1601164800,1778476384,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'Talosintelligence', 'Twitter', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'sblam', 'stamparm']","['Adversary', 'Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'Malicious', 'Malware', 'OSINT', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,"['FR', 'GB', 'RU', 'US']","['Europe & UK', 'North America (NA)']",['BFSI'],"['Emotet', 'Formbook', 'NanoCore RAT', 'QuasarRAT', 'RedLine', 'Tor']",['Killnet'],False,"QuasarRAT, RedLine, Formbook, Tor, Killnet, NanoCore RAT, Emotet"
23.129.64.191,IPv4,1601164800,1778476384,99,"['CyberCure', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'VirusTotal', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'sblam', 'stamparm']","['BadIP', 'Blocklist', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'SourceType', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
23.129.64.218,IPv4,1632484878,1778476384,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Talosintelligence', 'Twitter', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'malwarefilter_botnet', 'sblam', 'stamparm']","['Adversary', 'Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,"['FR', 'RU', 'US']","['Europe & UK', 'North America (NA)']",['BFSI'],['Tor'],['Killnet'],False,"Tor, Killnet"
23.129.64.179,IPv4,1632528000,1778476384,99,"['CyberCure', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Talosintelligence', 'blocklist.de', 'dataplane.org', 'sblam', 'stamparm']","['BadIP', 'Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Malicious', 'Malware', 'OSINT', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
23.129.64.222,IPv4,1610150400,1778476384,100,"['CyberCure', 'Cyble Global Sensor Feed', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'sblam', 'stamparm']","['Backdoor', 'Blacklist', 'BlockOrFilterList', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Phishing', 'Scam', 'Spam', 'Suspicious', 'Telnet', 'Tor Anonymity', 'Tor Exit Node', 'TorExitNode', 'Windows']",High,"['CA', 'DE', 'SG', 'US']","['Asia & Pacific (APAC)', 'Europe & UK', 'North America (NA)']","['BFSI', 'Government & LEA']","['Cobalt Strike', 'DarkComet', 'Dropbox', 'Mirai', 'Pikabot', 'RDP', 'RemcosRAT', 'Tor']",,False,"Mirai, Dropbox, Tor, RemcosRAT, RDP, Pikabot, DarkComet, Cobalt Strike"
23.129.64.221,IPv4,1610150400,1778476384,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'malwarefilter_botnet', 'sblam', 'stamparm']","['Backdoor', 'Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Phishing', 'Scam', 'Spam', 'Suspicious', 'Telnet', 'Tor Anonymity', 'Tor Exit Node', 'TorExitNode', 'Windows']",High,['US'],['North America (NA)'],['BFSI'],"['Cobalt Strike', 'DarkComet', 'Dropbox', 'Mirai', 'Pikabot', 'RDP', 'RemcosRAT', 'Tor']",,False,"Mirai, Dropbox, Tor, RemcosRAT, RDP, Pikabot, DarkComet, Cobalt Strike"
23.129.64.188,IPv4,1601164800,1778476384,99,"['Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'VirusTotal', 'dataplane.org', 'malwarefilter_botnet', 'sblam', 'stamparm']","['Blacklist', 'Blocklist', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
23.129.64.182,IPv4,1601164800,1778476384,99,"['Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'TRCERT', 'Talosintelligence', 'VirusTotal', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'stamparm']","['Blacklist', 'Blocklist', 'BruteForce', 'Malicious', 'Malware', 'OSINT', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
