ioc,ioc_type,first_seen,last_seen,risk_score,sources,behaviour_tags,confidence_rating,target_countries,target_regions,target_industries,related_malware,related_threat_actors,is_whitelisted,common_tags
39.152.120.40,IPv4,1737201818,1778477070,89,"['CyberCure', 'Cyble Global Sensor Feed', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'greensnow', 'malwarefilter_botnet', 'masterdeb.de', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'KnownAttacker', 'Malicious', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious', 'known attacker']",High,,,,,,False,
92.246.84.133,IPv4,1601164800,1778476953,99,"['Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'myip.ms', 'sblam', 'stamparm', 'threat_view_ip']","['Blacklist', 'BlockOrFilterList', 'Blocklist', 'Botnet', 'Malicious', 'Malware', 'OSINT', 'Osint', 'Phishing', 'SourceType', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
94.156.152.8,IPv4,1759665631,1778476953,99,"['CyberCure', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'sblam', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
94.142.241.194,IPv4,1601936122,1778476953,99,"['Cymru', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'TRCERT', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'myip.ms', 'sblam', 'stamparm']","['Blacklist', 'BlockOrFilterList', 'Blocklist', 'Botnet', 'Malicious', 'OSINT', 'Phishing', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node', 'TorExitNode']",High,,,,['Tor'],,False,Tor
91.212.45.214,IPv4,1768370466,1778476953,99,"['Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'VirusTotal', 'threat_view_ip']","['Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
93.95.228.125,IPv4,1705723235,1778476953,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Talosintelligence', 'blocklist.de', 'dataplane.org', 'malwarefilter_botnet', 'sblam', 'stamparm']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,['US'],['North America (NA)'],"['BFSI', 'Government & LEA']",['Tor'],,False,Tor
93.113.25.90,IPv4,1767571245,1778476953,99,"['Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'VirusTotal', 'threat_view_ip']","['Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
91.92.109.43,IPv4,1601164800,1778476953,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'Talosintelligence', 'dataplane.org', 'malwarefilter_botnet', 'sblam', 'stamparm']","['Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,['FR'],['Europe & UK'],,['Tor'],,False,Tor
93.95.227.37,IPv4,1731024049,1778476953,99,"['CyberCure', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'sblam']","['BadIP', 'Blocklist', 'BruteForce', 'Malicious', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
95.143.193.125,IPv4,1601164800,1778476953,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Snort', 'Talosintelligence', 'VirusTotal', 'dataplane.org', 'stamparm', 'threat_view_ip']","['Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,['US'],['North America (NA)'],['BFSI'],"['Emotet', 'Formbook', 'NanoCore RAT', 'QuasarRAT', 'RedLine', 'Tor']",,False,"QuasarRAT, RedLine, Formbook, Tor, NanoCore RAT, Emotet"
95.135.208.24,IPv4,1769666513,1778476953,99,"['Dan.me', 'Malware Patrol Tor Exit Nodes', 'VirusTotal', 'sblam', 'threat_view_ip']","['Malicious', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
98.128.173.33,IPv4,1712160033,1778476953,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'malwarefilter_botnet', 'stamparm']","['Blacklist', 'Blocklist', 'BruteForce', 'Malicious', 'OSINT', 'Phishing', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,['US'],['North America (NA)'],"['BFSI', 'Government & LEA']",['Tor'],,False,Tor
94.102.51.15,IPv4,1685678626,1778476953,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'TRCERT', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'emergingthreats.net', 'malwarefilter_botnet', 'stamparm']","['Blacklist', 'BlockOrFilterList', 'Blocklist', 'Botnet', 'BruteForce', 'Malicious', 'Malware', 'OSINT', 'Osint', 'Phishing', 'SourceType', 'Suspected Compromise', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,"['AU', 'US']","['Australia and New Zealand (ANZ)', 'North America (NA)']","['BFSI', 'Government & LEA']",['Tor'],,False,Tor
37.28.177.141,IPv4,1739556263,1778476899,89,"['CyberCure', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'greensnow', 'malwarefilter_botnet', 'masterdeb.de', 'nuug.no', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Smtp', 'Suspicious']",High,,,,,,False,
37.46.160.175,IPv4,1698465872,1778476899,89,"['CyberCure', 'IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'malwarefilter_botnet', 'masterdeb.de', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Smtp', 'Suspicious']",High,,,,,,False,
35.0.127.52,IPv4,1601164800,1778476811,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Talosintelligence', 'VirusTotal', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'stamparm']","['BadIP', 'Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,['US'],['North America (NA)'],"['BFSI', 'Government & LEA']",['Tor'],,False,Tor
89.147.110.118,IPv4,1705723235,1778476810,100,"['Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Sentinel Turris', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'malwarefilter_botnet', 'stamparm']","['Blocklist', 'BruteForce', 'Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,"['AU', 'US']","['Australia and New Zealand (ANZ)', 'North America (NA)']",['BFSI'],['Tor'],,False,Tor
77.48.28.204,IPv4,1666238595,1778476810,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'TRCERT', 'VirusTotal', 'dataplane.org', 'malwarefilter_botnet', 'sblam', 'stamparm']","['Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,"['ES', 'US']","['Europe & UK', 'North America (NA)']",['BFSI'],['Tor'],,False,Tor
66.146.193.33,IPv4,1601164800,1778476810,99,"['Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'Talosintelligence', 'VirusTotal', 'greensnow', 'malwarefilter_botnet', 'stamparm']","['Blocklist', 'Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
82.153.138.57,IPv4,1726903821,1778476810,99,"['CyberCure', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal']","['BadIP', 'Blacklist', 'Blocklist', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
91.203.144.194,IPv4,1604793600,1778476810,99,"['Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'dataplane.org', 'malwarefilter_botnet', 'sblam', 'stamparm']","['Blocklist', 'Botnet', 'Bruteforce', 'Malicious', 'Malware', 'OS: ELF', 'OS: WIN', 'OSINT', 'Phishing', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,"['Ebury', 'Formbook', 'Locky', 'Mirai', 'RedLine', 'Tor']",,False,"Mirai, Ebury, Formbook, RedLine, Tor, Locky"
88.80.26.3,IPv4,1750550421,1778476810,100,"['Cyble Research Intelligence Labs', 'Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'myip.ms']","['Adversary', 'Blacklist', 'Blocklist', 'Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],['UNC6395 '],False,"Tor, UNC6395 "
85.93.218.204,IPv4,1601164800,1778476810,100,"['Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'VirusTotal', 'greensnow', 'malwarefilter_botnet', 'nuug.no', 'stamparm']","['Adversary', 'Blacklist', 'BlockOrFilterList', 'Blocklist', 'Linux', 'Malicious', 'Malware', 'Miner', 'MoneyLibra', 'OSINT', 'Osint', 'Password Guessing', 'PasswordGuessing', 'Phishing', 'Scam', 'SourceType', 'Tor Anonymity', 'Tor Exit Node', 'TorExitNode']",High,,,,"['Cobalt Strike', 'Tor']",['Kinsing'],False,"Tor, Kinsing, Cobalt Strike"
77.48.28.193,IPv4,1601424000,1778476810,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'dataplane.org', 'sblam', 'stamparm']","['Adversary', 'Blocklist', 'Botnet', 'BruteForce', 'Malicious', 'Malware', 'OS: APK', 'OS: ELF', 'OS: WIN', 'OSINT', 'Phishing', 'SourceType', 'Spam', 'Tor Anonymity', 'Tor Exit Node', 'TorExitNode', 'Windows']",High,"['EG', 'ID', 'IN', 'OM', 'PK', 'RU', 'TH', 'UA', 'US', 'VN']","['Asia & Pacific (APAC)', 'Europe & UK', 'Middle East & Africa (MEA)', 'North America (NA)']","['Aerospace & Defense', 'BFSI', 'Government & LEA']","['Agent Tesla', 'AndroRAT', 'CapraRAT', 'Cobalt Strike', 'Crimson RAT', 'DarkComet', 'Dridex', 'Lazarus', 'LokiBot', 'Mirai', 'Pikabot', 'RDP', 'Soul', 'Tor']","['TA499', 'Transparent Tribe']",False,"Mirai, Soul, Lazarus, LokiBot, CapraRAT, Tor, Crimson RAT, AndroRAT, TA499, Agent Tesla, Transparent Tribe, RDP, Dridex, Pikabot, DarkComet, Cobalt Strike"
77.81.247.72,IPv4,1601164800,1778476810,99,"['Cyble Research Intelligence Labs', 'Dan.me', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Talosintelligence', 'dataplane.org', 'stamparm']","['Blocklist', 'BruteForce', 'Malicious', 'OSINT', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
82.197.182.161,IPv4,1684641622,1778476810,99,"['Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'stamparm']","['Blocklist', 'BruteForce', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
88.80.26.2,IPv4,1750550421,1778476810,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'myip.ms', 'sblam']","['Adversary', 'BadIP', 'Blacklist', 'Blocklist', 'Malicious', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],['UNC6395 '],False,"Tor, UNC6395 "
80.241.60.207,IPv4,1601164800,1778476810,99,"['Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Snort', 'Talosintelligence', 'stamparm']","['Blocklist', 'Malicious', 'Malware', 'OSINT', 'Tor Anonymity', 'Tor Exit Node']",High,,,,"['Emotet', 'Formbook', 'NanoCore RAT', 'QuasarRAT', 'RedLine', 'Tor']",,False,"QuasarRAT, RedLine, Formbook, Tor, NanoCore RAT, Emotet"
64.190.76.14,IPv4,1764460855,1778476810,99,"['CyberCure', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'malwarefilter_botnet', 'threat_view_ip']","['BadIP', 'Blacklist', 'Blocklist', 'Botnet', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
80.67.172.162,IPv4,1601164800,1778476810,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Talosintelligence', 'dataplane.org', 'greensnow', 'malwarefilter_botnet', 'myip.ms', 'stamparm']","['Blacklist', 'BlockOrFilterList', 'Blocklist', 'BruteForce', 'Malicious', 'Malware', 'OS: ELF', 'OSINT', 'Osint', 'SourceType', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,['US'],['North America (NA)'],"['BFSI', 'Government & LEA']","['perfctl', 'Tor']",,False,"perfctl, Tor"
89.234.157.254,IPv4,1626934051,1778476810,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'dataplane.org', 'greensnow', 'myip.ms', 'stamparm']","['Adversary', 'Blacklist', 'Blocklist', 'Malicious', 'OSINT', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],['UNC6395 '],False,"Tor, UNC6395 "
88.80.26.4,IPv4,1750550421,1778476810,100,"['Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'VirusTotal (IP Feed)', 'greensnow', 'threat_view_ip']","['Adversary', 'Botnet', 'Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],['UNC6395 '],False,"Tor, UNC6395 "
80.67.167.81,IPv4,1643587277,1778476810,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'TRCERT', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'emergingthreats.net', 'greensnow', 'jamesbrine', 'malwarefilter_botnet', 'myip.ms', 'sblam', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Spam', 'Suspected Compromise', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,"['AU', 'US']","['Australia and New Zealand (ANZ)', 'North America (NA)']","['BFSI', 'Government & LEA']",['Tor'],,False,Tor
71.19.144.106,IPv4,1626934046,1778476810,100,"['Cyble Research Intelligence Labs', 'Dan.me', 'Malware Patrol Tor Exit Nodes', 'Quentin McGaw qdm13', 'VirusTotal', 'dataplane.org', 'stamparm']","['Adversary', 'Blacklist', 'Blocklist', 'Malicious', 'OSINT', 'Phishing', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],['UNC6395 '],False,"Tor, UNC6395 "
91.203.145.116,IPv4,1601164800,1778476810,99,"['Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'Snort', 'Talosintelligence', 'VirusTotal', 'malwarefilter_botnet', 'stamparm']","['Blacklist', 'Blocklist', 'Botnet', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
66.220.242.222,IPv4,1626934039,1778476810,100,"['Cyble Research Intelligence Labs', 'Dan.me', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'VirusTotal', 'dataplane.org', 'stamparm']","['Adversary', 'Blacklist', 'Blocklist', 'Linux', 'Malicious', 'Miner', 'MoneyLibra', 'OSINT', 'Phishing', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],"['Kinsing', 'UNC6395 ']",False,"Tor, UNC6395 , Kinsing"
84.239.46.144,IPv4,1653436800,1778476810,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol High Risk IPs', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'TRCERT', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'malwarefilter_botnet', 'sblam', 'stamparm']","['Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,"['FR', 'GB', 'US']","['Europe & UK', 'North America (NA)']",['BFSI'],['Tor'],,False,Tor
80.94.92.92,IPv4,1718582430,1778476810,99,"['Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'VirusTotal', 'blocklist.de', 'malwarefilter_botnet', 'myip.ms', 'sblam', 'threat_view_ip']","['Blacklist', 'Blocklist', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
82.153.138.184,IPv4,1723550434,1778476810,99,"['Cymru', 'Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'VirusTotal', 'threat_view_ip']","['Botnet', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
24.98.45.238,IPv4,1730009480,1778476767,89,"['IPsum', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'malwarefilter_botnet', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'Malicious', 'OSINT', 'Phishing']",High,,,,,,False,
45.84.107.17,IPv4,1739707219,1778476667,99,"['CyberCure', 'Cyble Global Sensor Feed', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'greensnow', 'jamesbrine', 'malwarefilter_botnet', 'myip.ms', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node', 'TorExitNode']",High,,,,['Tor'],,False,Tor
45.84.107.172,IPv4,1737374420,1778476667,99,"['CyberCure', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'jamesbrine', 'malwarefilter_botnet', 'myip.ms', 'sblam', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
45.84.107.222,IPv4,1737307338,1778476667,99,"['CyberCure', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'VirusTotal (IP Feed)', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'jamesbrine', 'malwarefilter_botnet', 'myip.ms', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
45.84.107.182,IPv4,1728151224,1778476667,99,"['CyberCure', 'Cymru', 'Dan.me', 'IPsum', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'jamesbrine', 'malwarefilter_botnet', 'myip.ms', 'sblam', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
45.95.169.104,IPv4,1690876817,1778476667,99,"['C2 intelfeedbot,Twitter', 'Cyble Partner Feed', 'Dan.me', 'HYAS', 'IPsum', 'Maltrail,VirusTotal', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'ThreatFox', 'VirusTotal', 'blocklist.de', 'malwarefilter_botnet', 'myip.ms', 'sblam', 'urlhaus.abuse.ch']","['Blacklist', 'Blocklist', 'Command-and-Control', 'Malicious', 'Malware', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,"['RemcosRAT', 'Tor']",,False,"Tor, RemcosRAT"
45.84.107.128,IPv4,1739707219,1778476667,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'greensnow', 'myip.ms', 'sblam', 'stamparm', 'threat_view_ip']","['Adversary', 'Blacklist', 'Blocklist', 'Malicious', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],['UNC6395 '],False,"Tor, UNC6395 "
45.84.107.97,IPv4,1739707219,1778476667,99,"['CyberCure', 'Cymru', 'Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'binarydefense', 'blocklist.de', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'jamesbrine', 'malwarefilter_botnet', 'myip.ms', 'sblam', 'stamparm', 'threat_view_ip']","['Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Bruteforce', 'Malicious', 'OSINT', 'Phishing', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
45.9.148.50,IPv4,1738195226,1778476667,99,"['CyberCure', 'Cymru', 'Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.de', 'dataplane.org', 'malwarefilter_botnet', 'myip.ms', 'sblam', 'stamparm']","['Blacklist', 'Blocklist', 'Botnet', 'BruteForce', 'Malicious', 'OSINT', 'Spam', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],,False,Tor
45.84.107.47,IPv4,1742181403,1778476667,100,"['CyberCure', 'Cyble Research Intelligence Labs', 'Cymru', 'Dan.me', 'Malware Patrol Tor Exit Nodes', 'Open Source Intelligence Feed', 'Quentin McGaw qdm13', 'VirusTotal', 'blocklist.net.ua', 'dataplane.org', 'greensnow', 'myip.ms', 'sblam', 'stamparm', 'threat_view_ip']","['Adversary', 'Blacklist', 'Blocklist', 'Botnet', 'Malicious', 'OSINT', 'Phishing', 'Spam', 'Suspicious', 'Tor Anonymity', 'Tor Exit Node']",High,,,,['Tor'],['UNC6395 '],False,"Tor, UNC6395 "
